Cocunut,Mortgage_YN,AGE_AT_ORIGINATION,AGE,YEARS_WITH_BANK,MARTIAL_STATUS,EDUCATION,EMPLOYMENT,GENDER,CUST_INCOME,CURRENT_ADDRESS_DATE,CURRENT_JOB_DATE,CURRENT_WITH_BANK_DATE,CURRENT_BALANCE_EUR
39217,N,NA,31,4,M,BCR,PVE,F,346,1538462,2014-06-14,2014-06-01,2012-12-26
39219,N,NA,41,11,M,BCR,STE,F,433,4846154,2011-05-31,2008-07-17,2006-01-18
39224,N,NA,35,2,M,PRS,PVE,M,236,9076923,2015-01-01,2015-02-25,2014-07-15
39225,N,NA,57,1,M,HGH,PVE,M,346,1538462,1960-04-20,2014-06-01,2015-08-15
39235,N,NA,56,11,M,HGH,STE,F,797,7615385,1984-04-06,1980-08-01,2005-09-02
39237,N,NA,41,2,M,HGH,PVE,M,176,9230769,2003-01-01,9999-10-01,2014-12-08
39242,N,NA,55,9,M,BCR,STE,F,565,3230769,1962-03-03,2004-05-01,2007-11-30
39243,N,NA,43,3,M,HGH,PVE,M,190,8076923,1974-05-25,2006-09-01,2013-10-07
39245,N,NA,35,3,M,HGH,PVE,M,577,3461538,1991-05-01,2008-01-14,2013-08-22
39246,N,NA,58,1,M,HGH,STE,F,230,7692308,1990-01-01,2000-01-01,2015-08-27
39248,N,NA,39,1,M,HGH,PVE,M,538,4615385,1985-06-01,2010-06-01,2015-08-20
39249,N,NA,48,12,M,HGH,STE,M,496,8834615,2006-02-28,1991-11-18,2005-06-17
39252,N,NA,29,10,M,HGH,PVE,F,177,5384615,2007-06-01,9999-10-01,2007-02-27
39258,N,NA,56,1,M,BCR,PVE,F,307,6923077,1975-01-01,1980-07-18,2015-08-28
39260,N,NA,49,1,M,HGH,STE,M,238,4615385,1968-09-02,1987-01-01,2015-08-14
39266,N,NA,55,11,S,HGH,STE,M,336,9644615,2012-10-02,1983-09-12,2005-08-12
39270,N,NA,65,3,M,HGH,RET,F,192,3076923,2000-06-01,1999-04-30,2014-02-10
39272,N,NA,35,10,S,HGH,PVE,M,628,9268462,1991-06-15,2010-01-01,2006-11-29
39275,N,NA,36,1,M,HGH,PVE,M,261,5384615,2014-02-03,2013-04-27,2015-08-17
39276,N,NA,29,3,M,HGH,PVE,M,195,3046154,2014-09-01,2014-08-11,2013-08-21
39280,N,NA,39,1,M,PRS,PVE,M,170,5615385,2002-09-01,2014-12-01,2015-09-03
39281,N,NA,27,2,S,HGH,PVE,F,175,9538462,1990-07-22,2014-12-01,2014-10-06
39282,N,NA,57,11,M,HGH,STE,M,240,4461538,1960-08-18,1997-08-15,2005-09-06
39285,N,NA,35,9,M,HGH,STE,M,530,7692308,2005-05-12,2005-04-24,2007-11-01
39286,N,NA,40,9,S,MAS,PVE,F,769,2307692,1977-08-08,2013-05-13,2007-11-07
39288,N,NA,45,2,M,HGH,STE,M,753,8461538,2011-01-01,1995-01-01,2014-09-12
39290,N,NA,28,2,M,HGH,PVE,M,325,692308,2000-01-01,2015-09-01,2014-11-26
39293,N,NA,49,3,D,HGH,PVE,M,274,59,2008-01-01,2008-01-03,2014-03-27
39295,N,NA,39,3,D,HGH,PVE,F,274,2461538,2000-02-10,2001-11-16,2014-06-10
39299,N,NA,22,1,S,HGH,RET,M,233,1096154,2002-01-01,9999-10-01,2015-08-03
39308,N,NA,41,8,S,BCR,STE,F,686,2923077,2012-02-01,2012-06-01,2008-09-01
39313,N,NA,47,11,M,BCR,STE,F,574,1461538,1998-03-03,2004-07-01,2005-07-13
39317,N,NA,44,11,M,HGH,STE,F,346,801538,2008-01-01,2001-07-01,2005-12-12
39320,N,NA,58,12,D,BCR,STE,M,585,1923077,2010-03-01,1986-06-01,2004-09-01
39321,N,NA,41,1,M,BCR,PVE,F,968,2963846,2003-03-28,2006-05-08,2015-09-01
39324,N,NA,40,6,M,HGH,PVE,M,496,2544615,2015-01-01,2007-10-15,2011-02-08
39331,N,NA,39,6,M,HGH,PVE,M,806,6101538,1979-01-01,2009-10-19,2011-06-22
39333,N,NA,44,10,S,HGH,STE,M,304,4785385,1973-08-17,1994-06-01,2006-10-24
39336,N,NA,44,12,M,HGH,PVE,M,301,5280769,1995-02-01,1993-09-09,2005-04-01
39339,N,NA,46,2,M,HGH,STE,F,177,9,1999-07-01,2011-07-01,2014-07-22
39354,N,NA,55,1,M,HGH,RET,M,299,5461538,1986-05-01,9999-10-01,2015-08-11
39359,N,NA,54,3,M,HGH,PVE,F,169,2307692,2006-02-16,2014-09-01,2014-04-24
39361,N,NA,66,12,M,HGH,RET,M,317,7943846,2001-03-12,9999-10-01,2005-04-06
39365,N,NA,51,8,M,HGH,RET,M,184,5830769,1990-03-21,9999-10-01,2008-07-24
39367,N,NA,61,1,M,HGH,PVE,M,351,1782308,2000-01-01,2014-02-01,2015-08-26
39369,N,NA,58,3,M,HGH,PVE,M,215,3846154,1959-06-28,1998-01-01,2013-09-03
39370,N,NA,51,1,M,HGH,PVE,F,338,5076923,1999-01-01,2010-12-06,2015-08-11
39374,N,NA,36,1,S,HGH,STE,M,280,7527692,1981-02-10,2005-06-07,2015-08-27
39378,N,NA,43,11,M,BCR,PVE,M,296,4230769,1995-01-01,2006-04-01,2005-09-28
39382,N,NA,79,1,M,HGH,RET,M,160,1343846,1938-10-27,9999-10-01,2015-08-04
39388,N,NA,60,2,D,HGH,PVE,M,252,592,2013-01-01,2014-06-01,2014-12-25
39390,N,NA,60,12,M,HGH,PVE,M,348,6076923,1962-11-28,2002-10-20,2004-08-06
39393,N,NA,41,10,M,HGH,PVE,F,569,4,1976-07-10,2006-12-18,2007-03-13
39397,N,NA,64,3,M,HGH,RET,F,200,1990-01-01,1999-07-13,2014-04-25,116
39398,N,NA,42,13,M,HGH,PVE,M,387,9846154,1975-11-25,2002-03-01,2004-04-08
39400,N,NA,64,13,M,HGH,STE,F,322,8573846,1974-05-01,1983-09-01,2003-10-14
39403,N,NA,58,4,M,HGH,RET,F,183,6033846,2008-01-01,1998-09-12,2013-06-25
39407,N,NA,37,14,M,HGH,PVE,M,762,8769231,1982-11-08,2006-11-04,2003-03-31
39410,N,NA,66,4,W,HGH,RET,F,148,7825385,1951-11-19,9999-10-01,2012-11-26
39414,N,NA,60,11,M,HGH,RET,F,223,5918462,1977-01-01,9999-10-01,2006-05-29
39416,N,NA,50,8,M,HGH,PVE,F,174,6153846,2012-01-01,2016-04-06,2008-10-23
39418,N,NA,43,3,M,HGH,PVE,M,266,3216154,2009-06-15,1999-02-15,2013-08-19
39419,N,NA,59,14,M,BCR,PVE,M,4675,407692,1996-05-06,2012-04-01,2003-06-13
39422,N,NA,35,9,S,BCR,PVE,F,1381,579462,1996-04-01,2008-07-14,2008-07-03
39429,N,NA,32,3,M,HGH,PVE,M,187,2,1985-09-19,2009-12-01,2013-09-27
39433,N,NA,63,10,M,HGH,RET,F,337,9182308,2007-01-01,1972-03-01,2006-12-26
39434,N,NA,77,1,M,HGH,RET,F,225,4399231,2002-09-04,9999-10-01,2015-08-06
39435,N,NA,45,3,M,HGH,STE,M,449,6384615,2007-06-20,1997-01-01,2013-12-24
39439,N,NA,40,1,M,HGH,STE,M,531,2737692,1988-11-01,2000-10-24,2015-09-01
39443,N,NA,26,2,M,HGH,PVE,F,169,2144615,2014-07-01,2013-10-12,2015-03-19
39448,N,NA,63,1,M,HGH,PVE,M,182,2923077,1954-10-27,2000-08-10,2015-08-05
39450,N,NA,58,11,M,HGH,STE,F,280,3162308,2004-02-24,1987-04-01,2005-09-23
39451,N,NA,54,2,D,HGH,STE,F,294,5180769,2012-12-14,1997-09-10,2014-12-22
39458,N,NA,47,11,M,HGH,PVE,M,461,5384615,2009-04-09,2009-01-16,2005-10-10
39463,N,NA,46,15,M,HGH,PVE,F,507,3547692,2003-07-01,2002-02-01,2002-02-12
39469,N,NA,33,2,S,MAS,STE,F,615,3846154,2000-01-01,2007-01-01,2015-05-19
39470,N,NA,60,1,M,HGH,PVE,M,340,7692308,2000-01-01,2014-01-01,2015-08-21
39472,N,NA,51,12,M,HGH,PVE,M,377,4384615,2000-10-14,2004-05-21,2004-10-28
39473,N,NA,58,11,M,BCR,STE,F,865,6499231,1991-03-01,1993-12-01,2005-10-04
39477,N,NA,43,2,D,HGH,PVE,F,196,846154,1974-11-22,2011-05-10,2014-12-23
39478,N,NA,40,1,M,HGH,STE,F,369,2307692,1977-11-11,1999-11-23,2015-08-28
39481,N,NA,56,14,M,HGH,PVE,M,1168,7,2007-01-10,1981-10-26,2003-06-06
39483,N,NA,29,2,M,HGH,PVE,F,188,1323077,2014-07-01,2015-02-01,2014-10-22
39487,N,NA,44,10,S,HGH,PVE,M,185,5923077,1977-01-01,2015-02-04,2007-01-22
39488,N,NA,43,9,M,HGH,STE,F,336,4897692,1995-01-01,2010-09-06,2007-12-24
39489,N,NA,30,4,S,BCR,STE,M,332,5384615,1987-04-11,2011-03-20,2012-10-30
39491,N,NA,57,1,M,HGH,RET,M,315,3846154,1960-12-21,2000-11-03,2015-08-17
39493,N,NA,55,11,M,HGH,PVE,M,329,4923077,2008-03-01,1996-02-01,2005-09-15
39498,N,NA,38,11,S,BCR,PVE,F,349,3846154,2012-03-10,2008-06-15,2005-08-15
39500,N,NA,51,3,D,HGH,STE,F,296,452308,1992-12-20,2005-11-01,2013-10-31
39504,N,NA,47,11,M,BCR,STE,F,412,7015385,2002-11-01,2009-08-15,2005-10-05
39507,N,NA,54,11,M,BCR,STE,F,327,6307692,1987-01-10,2013-10-17,2005-10-11
39513,N,NA,41,2,M,BCR,STE,M,433,3846154,1976-09-15,1997-08-11,2014-10-30
39514,N,NA,55,10,M,PRS,STE,M,238,95385,1972-09-28,2006-07-06,2006-07-19
39516,N,NA,44,11,M,BCR,PVE,M,395,5076923,2007-05-16,2013-08-01,2005-12-08
39518,N,NA,57,1,W,HGH,RET,F,346,1538462,1978-01-01,2000-11-04,2015-08-18
39527,N,NA,58,10,M,HGH,RET,M,292,6307692,1983-01-01,9999-10-01,2006-08-31
39531,N,NA,50,11,M,BCR,STE,F,538,4615385,2003-04-17,2011-03-11,2005-09-20
39532,N,NA,37,1,M,HGH,PVE,M,300,1980-11-12,2012-08-01,2015-09-01,280
39541,N,NA,62,11,M,HGH,RET,F,292,1559231,1996-10-10,9999-10-01,2005-08-12
39544,N,NA,44,1,S,SEC,PVE,M,215,3846154,1984-06-01,2014-06-01,2015-09-03
39546,N,NA,39,2,M,HGH,PVE,F,165,9538462,2002-08-01,2013-04-10,2015-03-07
39550,N,NA,44,4,M,HGH,PVE,F,246,1538462,2005-01-01,2014-06-01,2013-06-17
39551,N,NA,48,2,M,HGH,PVE,F,248,6715385,1994-01-01,2015-04-08,2014-10-09
39553,N,NA,56,3,S,HGH,PVE,M,188,384615,2000-05-01,2013-10-16,2014-02-06
39554,N,NA,35,3,M,HGH,PVE,M,369,2307692,1982-07-06,2012-11-15,2013-11-15
39556,N,NA,43,6,M,PRS,STE,F,165,1,2008-07-01,1997-11-09,2011-01-28
39558,N,NA,42,4,M,HGH,PVE,M,184,1461538,1975-12-17,2014-10-01,2013-05-16
39560,N,NA,66,9,M,HGH,SFE,M,178,5230769,2003-02-01,2011-03-03,2008-01-24
39567,N,NA,50,11,M,BCR,PVE,F,865,2230769,2014-09-01,2006-06-01,2005-09-24
39568,N,NA,58,3,M,HGH,RET,F,274,4687692,1978-01-01,1999-09-04,2014-06-17
39569,N,NA,51,1,M,HGH,STE,M,576,9230769,1968-01-12,1993-07-01,2015-08-28
39574,N,NA,45,11,S,HGH,STE,M,277,8769231,1986-01-01,2009-04-19,2005-08-19
39582,N,NA,63,12,M,HGH,RET,F,196,123846,2001-01-01,9999-10-01,2005-03-04
39584,N,NA,29,6,M,BCR,PVE,F,204,7539231,1990-09-20,2014-04-01,2011-06-08
39586,N,NA,67,12,M,HGH,RET,M,312,9461538,2003-01-01,9999-10-01,2005-04-22
39587,N,NA,40,6,S,HGH,PVE,M,270,758,1999-01-01,2012-10-01,2010-11-19
39590,N,NA,54,1,M,HGH,PVE,M,461,5384615,1963-08-26,2006-12-01,2015-08-27
39592,N,NA,34,8,M,MAS,STE,F,559,5153846,1995-01-01,2012-03-23,2008-09-30
39601,N,NA,55,2,M,HGH,PVE,F,234,7331538,2004-01-01,2014-07-01,2014-07-18
39607,N,NA,42,2,W,HGH,PVE,F,205,1128462,1995-06-17,2014-02-05,2015-02-25
39614,N,NA,61,1,M,HGH,RET,F,246,1538462,1995-01-01,2000-11-10,2015-08-24
39618,N,NA,48,10,M,BCR,SFE,F,178,9846154,2011-04-01,2011-09-26,2006-09-09
39620,N,NA,33,7,M,HGH,PVE,M,407,6923077,2005-06-01,2007-04-01,2009-09-07
39621,N,NA,36,1,M,BCR,PVE,F,1583,23077,1981-11-02,2013-12-23,2015-08-06
39625,N,NA,41,12,S,HGH,PVE,F,246,1538462,1976-12-18,9999-10-01,2005-06-21
39626,N,NA,35,7,S,HGH,PVE,F,241,4830769,1982-05-07,2009-08-01,2009-08-21
39629,N,NA,41,12,M,BCR,PVE,M,2146,915385,1995-10-01,2015-02-01,2004-09-23
39632,N,NA,41,12,S,BCR,STE,M,310,1978-06-01,2007-08-01,2004-11-25,4396
39635,N,NA,34,3,M,HGH,PVE,F,265,93846,2004-01-01,2012-07-01,2014-06-14
39637,N,NA,37,6,M,HGH,PVE,F,214,9666154,2007-01-01,2008-12-12,2011-07-04
39648,N,NA,27,1,M,BCR,PVE,M,461,5384615,1990-06-30,2013-01-01,2015-07-10
39649,N,NA,60,1,M,HGH,PVE,M,271,9935385,1984-01-01,2013-12-02,2015-09-03
39652,N,NA,64,1,S,HGH,RET,M,269,2307692,2000-02-10,2000-11-04,2015-08-18
39655,N,NA,62,4,M,HGH,RET,F,163,1410769,1983-05-01,9999-10-01,2012-10-10
39664,N,NA,46,8,M,HGH,PVE,M,661,5384615,2004-01-01,2015-03-01,2008-12-19
39671,N,NA,38,9,M,PRS,STE,M,633,384615,1979-04-09,2000-05-16,2007-11-19
39672,N,NA,58,11,M,HGH,RET,F,180,8517692,2003-07-29,9999-10-01,2006-04-14
39674,N,NA,53,10,M,HGH,STE,F,502,235,2010-03-01,1993-12-10,2006-10-06
39675,N,NA,61,15,W,BCR,PVE,F,3758,615385,1990-09-01,1984-09-04,2002-04-23
39677,N,NA,33,1,S,HGH,PVE,M,221,3845385,1984-02-20,2015-01-01,2015-08-19
39678,N,NA,56,1,S,HGH,STE,M,285,1769231,1961-07-28,1982-07-01,2015-08-13
39682,N,NA,22,1,S,HGH,PVE,F,187,5384615,1995-12-12,2015-07-01,2015-08-18
39683,N,NA,66,1,M,HGH,RET,M,155,12,1969-01-01,9999-10-01,2015-08-10
39692,N,NA,65,14,S,HGH,RET,F,325,7765385,1986-05-01,9999-10-01,2002-12-24
39693,N,NA,41,6,M,BCR,PVE,F,169,86,2011-12-07,2013-05-20,2011-03-10
39694,N,NA,34,8,S,HGH,PVE,M,286,3923077,1983-04-20,2008-12-19,2008-09-26
39700,N,NA,53,13,W,BCR,PVE,F,384,7076923,2004-05-01,2013-01-16,2004-02-27
39702,N,NA,65,4,M,HGH,RET,F,211,5384615,1976-10-10,1998-09-04,2013-06-17
39705,N,NA,31,7,S,HGH,PVE,M,621,7615385,1986-03-15,2010-05-24,2010-05-26
39713,N,NA,30,6,S,BCR,PVE,F,278,5307692,1987-12-29,2015-08-25,2010-07-19
39715,N,NA,50,10,M,BCR,PVE,F,278,4822308,2006-08-03,2008-03-01,2006-09-26
39718,N,NA,62,12,M,BCR,RET,M,262,8237692,2004-09-03,9999-10-01,2004-07-14
39721,N,NA,65,4,M,HGH,RET,F,178,7649231,1982-03-10,9999-10-01,2012-11-14
39723,N,NA,44,11,S,HGH,PVE,M,313,8,1973-02-20,1998-02-18,2006-01-31
39726,N,NA,63,12,M,PRS,RET,M,336,9607692,1954-09-29,9999-10-01,2005-02-25
39728,N,NA,48,8,M,HGH,PVE,M,307,6923077,1983-01-01,1994-07-01,2009-01-20
39729,N,NA,44,10,M,HGH,PVE,F,397,470769,1999-11-01,2006-10-02,2006-10-16
39732,N,NA,62,10,M,BCR,RET,M,251,5498462,1955-05-24,9999-10-01,2006-07-18
39733,N,NA,26,3,S,HGH,STE,F,296,4095385,1991-03-20,2011-09-07,2013-12-06
39737,N,NA,52,2,M,HGH,SFE,M,230,7692308,2005-03-12,1999-10-01,2015-07-01
39739,N,NA,40,2,M,HGH,PVE,M,165,3846154,2011-03-28,2013-09-13,2014-11-17
39744,N,NA,39,1,M,BCR,STE,F,307,6923077,2000-01-01,2010-01-01,2015-08-17
39749,N,NA,37,9,S,HGH,PVE,F,179,3692308,2014-08-15,2012-11-14,2008-03-19
39750,N,NA,36,8,M,HGH,PVE,F,425,6615385,2012-09-01,2015-02-24,2008-08-08
39753,N,NA,60,4,D,HGH,RET,M,237,4016154,1957-05-20,9999-10-01,2012-12-17
39754,N,NA,34,3,D,HGH,PVE,F,234,4384615,1983-03-15,2012-07-01,2014-01-31
39755,N,NA,67,8,M,HGH,RET,F,171,8977692,1985-11-06,1993-12-28,2008-10-10
39773,N,NA,51,13,M,HGH,PVE,M,607,4153846,1966-03-31,1999-10-19,2003-11-11
39774,N,NA,67,10,M,HGH,RET,M,217,9746154,9999-10-01,9999-10-01,2006-10-31
39775,N,NA,30,2,M,BCR,PVE,F,246,1538462,2010-01-01,2013-09-18,2014-10-22
39780,N,NA,48,9,M,HGH,PVE,M,249,2913846,2007-07-29,2008-05-01,2007-10-02
39782,N,NA,45,1,W,BCR,STE,F,384,6153846,2001-01-01,2000-01-01,2015-08-24
39787,N,NA,59,1,M,HGH,STE,M,262,8481538,1965-01-01,2006-11-01,2015-08-12
39788,N,NA,62,12,M,HGH,RET,M,324,6081538,2012-08-17,9999-10-01,2005-04-08
39789,N,NA,36,1,M,HGH,STE,F,269,2307692,2013-01-01,2002-09-01,2015-08-29
39790,N,NA,30,1,M,HGH,PVE,M,384,6153846,1987-02-08,2011-02-01,2015-08-17
39791,N,NA,38,9,M,HGH,STE,F,304,3307692,2010-01-01,1999-07-29,2007-07-30
39798,N,NA,63,7,W,HGH,RET,F,225,9607692,1973-01-01,9999-10-01,2010-04-20
39806,N,NA,40,13,M,BCR,STE,F,284,856,2003-08-22,2004-03-01,2004-03-18
39809,N,NA,38,11,S,BCR,PVE,F,428,1353077,1979-12-09,2009-03-01,2006-03-15
39815,N,NA,47,1,D,HGH,STE,F,396,1769231,1974-01-01,2010-06-14,2015-08-11
39822,N,NA,38,1,M,BCR,PVE,F,342,8461538,2003-05-01,2015-08-14,2015-08-12
39826,N,NA,67,11,M,BCR,RET,M,384,365,1999-12-30,9999-10-01,2005-08-18
39827,N,NA,47,3,M,HGH,STE,F,285,6,2011-01-01,1990-08-01,2013-10-29
39830,N,NA,43,8,M,HGH,PVE,M,192,3076923,1974-08-07,2015-01-09,2008-09-23
39836,N,NA,59,9,D,HGH,RET,F,263,552308,1992-01-01,9999-10-01,2007-07-31
39840,N,NA,48,9,M,HGH,PVE,M,423,769231,2007-07-08,2005-04-27,2007-08-10
39844,N,NA,62,10,M,HGH,RET,M,2680,30308,1955-02-08,9999-10-01,2007-04-19
39845,N,NA,35,6,M,BCR,STE,F,268,1113846,2005-09-19,2014-11-01,2010-07-21
39846,N,NA,31,9,M,BCR,STE,F,322,4443077,2014-04-01,2010-09-01,2008-03-14
39854,N,NA,65,12,M,HGH,RET,M,245,2985385,1952-08-17,9999-10-01,2004-10-11
39858,N,NA,31,2,M,HGH,PVE,M,243,5730769,1986-08-10,2015-04-01,2015-03-26
39859,N,NA,34,4,M,HGH,PVE,F,172,7230769,2008-09-01,2012-02-20,2012-09-21
39862,N,NA,47,12,M,HGH,PVE,F,182,2168462,2005-12-09,2013-12-05,2004-09-22
39863,N,NA,33,13,S,HGH,PVE,M,611,1195385,1992-01-01,2013-08-01,2004-02-18
39873,N,NA,52,6,M,HGH,STE,F,301,6488462,2000-01-01,2007-05-29,2010-10-19
39875,N,NA,43,10,M,BCR,STE,F,369,2307692,2013-06-01,2003-12-25,2007-04-25
39876,N,NA,55,12,M,HGH,STE,F,284,1263077,1990-01-01,1995-12-01,2005-02-22
39877,N,NA,45,10,M,HGH,PVE,M,1066,661538,2011-06-03,2007-06-01,2007-06-02
39881,N,NA,27,1,M,HGH,PVE,M,215,3846154,2014-01-01,2015-01-01,2015-09-07
39887,N,NA,54,5,M,SEC,PVE,M,176,5616923,2002-10-01,2002-04-01,2012-06-21
39894,N,NA,32,8,M,BCR,STE,F,307,6923077,2003-09-28,2006-09-01,2009-02-04
39895,N,NA,36,2,M,HGH,PVE,M,292,3076923,2005-01-01,2002-01-01,2014-12-13
39902,N,NA,29,2,M,BCR,PVE,F,175,3684615,1988-12-18,2015-03-01,2014-12-24
39903,N,NA,59,3,S,BCR,STE,F,784,2076923,2010-05-01,2014-05-07,2013-11-21
39911,N,NA,59,10,M,BCR,PVE,F,212,4460769,1963-06-15,1986-03-11,2007-01-24
39912,N,NA,62,8,M,HGH,RET,F,250,8900769,1975-01-01,1975-06-14,2008-07-16
39918,N,NA,56,4,M,HGH,RET,F,313,317692,1985-02-01,9999-10-01,2012-10-02
39921,N,NA,37,11,M,PRS,PVE,F,329,2230769,2006-02-01,2001-06-19,2006-03-24
39923,N,NA,53,14,M,HGH,PVE,F,471,2076923,2007-01-01,2013-08-01,2003-01-28
39924,N,NA,40,12,M,BCR,PVE,M,953,5230769,1977-07-03,2008-09-22,2004-07-20
39927,N,NA,47,1,M,PRS,PVE,M,192,3076923,1991-06-01,2012-06-01,2015-09-07
39930,N,NA,44,11,M,HGH,STE,M,575,7615385,1973-07-19,1997-06-02,2005-09-15
39931,N,NA,24,1,S,HGH,PVE,F,423,769231,2000-01-01,2012-06-12,2015-09-04
39933,N,NA,56,11,M,HGH,PVE,M,204,2307692,1970-01-01,2009-10-15,2005-07-14
39937,N,NA,48,12,M,HGH,SFE,M,390,9307692,1993-01-01,2011-10-07,2004-09-13
39941,N,NA,50,10,M,PRS,STE,M,268,2230769,1967-09-21,2000-04-19,2006-07-18
39942,N,NA,51,1,M,HGH,STE,F,292,3076923,1989-05-01,2002-06-07,2015-09-07
39943,N,NA,57,11,M,HGH,STE,M,225,2030769,1960-09-28,2014-04-01,2005-09-13
39944,N,NA,63,11,D,BCR,RET,M,300,2002-01-01,2007-04-01,2006-05-11,405
39946,N,NA,65,11,M,BCR,RET,M,290,769231,1977-01-01,9999-10-01,2005-09-08
39951,N,NA,46,3,M,BCR,PVE,M,767,9692308,1971-02-09,2015-01-01,2013-11-22
39952,N,NA,48,12,M,HGH,STE,M,579,6715385,1969-07-21,1989-12-25,2004-07-23
39957,N,NA,42,9,M,MAS,STE,F,741,2246923,1991-05-20,2008-03-01,2008-03-25
39959,N,NA,62,1,M,HGH,RET,M,288,4615385,1984-06-01,2000-11-24,2015-09-07
39960,N,NA,58,2,M,HGH,STE,M,307,6923077,2012-06-04,1992-01-01,2014-07-31
39962,N,NA,37,9,M,BCR,PVE,M,423,769231,1980-10-16,2007-11-19,2007-11-22
39963,N,NA,29,1,M,HGH,STE,F,323,769231,2006-01-01,2012-01-01,2015-09-08
39965,N,NA,39,1,M,HGH,PVE,F,314,615385,2003-10-01,2012-10-24,2015-07-23
39969,N,NA,52,6,S,BCR,STE,M,546,56923,1965-01-25,1994-02-01,2010-09-27
39971,N,NA,43,5,M,HGH,PVE,M,330,7692308,1974-12-09,2000-03-04,2011-12-02
39975,N,NA,60,1,M,HGH,STE,M,500,2005-01-01,1990-01-01,2015-09-04,214
39986,N,NA,43,1,M,HGH,PVE,F,191,5692308,2007-08-19,2013-09-16,2015-09-04
39991,N,NA,67,2,M,SEC,RET,F,566,4346154,1991-12-31,9999-10-01,2015-04-08
39994,N,NA,38,1,M,BCR,STE,M,423,769231,1979-01-18,2007-01-01,2015-09-07
39999,N,NA,53,1,M,PRS,STE,F,215,3846154,1986-02-01,2005-04-01,2015-09-05
40004,N,NA,53,11,M,HGH,STE,M,405,122308,1964-10-01,2004-11-22,2005-07-13
40005,N,NA,49,12,M,HGH,STE,F,282,5273077,1968-01-20,1990-06-06,2004-07-24
40010,N,NA,32,1,M,HGH,PVE,F,346,1538462,1985-04-12,2013-06-01,2015-09-05
40013,N,NA,31,1,M,HGH,STE,F,299,2307692,2010-01-01,2006-08-01,2015-09-07
40018,N,NA,56,11,M,HGH,STE,F,387,3307692,2012-01-22,2005-03-15,2006-03-08
40030,N,NA,50,11,M,BCR,STE,F,753,8461538,2010-10-01,1998-06-01,2005-07-28
40036,N,NA,62,11,M,SEC,RET,M,210,3738462,1998-01-30,9999-10-01,2006-01-19
40042,N,NA,40,1,M,HGH,STE,F,292,3076923,1977-09-13,2012-05-03,2015-09-08
40043,N,NA,53,7,M,HGH,STE,M,457,6923077,1964-03-29,1986-02-10,2010-03-26
40045,N,NA,34,6,S,HGH,PVE,F,652,6230769,2011-03-01,2014-06-01,2010-11-12
40046,N,NA,44,10,M,HGH,PVE,F,273,6129231,2006-08-23,2005-12-01,2006-11-24
40048,N,NA,52,6,M,HGH,PVE,M,321,364615,2013-04-01,2008-02-15,2011-05-19
40051,N,NA,32,11,M,HGH,PVE,M,213,769231,2014-06-25,2015-02-02,2005-11-04
40055,N,NA,74,2,M,BCR,RET,M,214,9818462,2000-07-05,9999-10-01,2014-12-09
40056,N,NA,54,1,M,HGH,RET,M,253,8461538,2010-01-01,2000-11-25,2015-09-08
40058,N,NA,40,1,M,HGH,PVE,F,241,7846154,1977-03-31,2015-06-12,2015-09-05
40061,N,NA,40,1,M,HGH,STE,M,384,6153846,2013-01-01,2011-01-01,2015-09-07
40062,N,NA,29,3,S,HGH,PVE,F,189,8307692,2007-06-26,2015-09-01,2013-08-29
40066,N,NA,46,1,M,BCR,STE,F,296,6769231,2002-01-01,2002-09-01,2015-09-04
40071,N,NA,64,3,M,HGH,RET,F,171,193,1985-08-01,9999-10-01,2013-10-09
40072,N,NA,27,6,S,HGH,PVE,F,267,5923077,2003-05-09,2010-09-01,2010-09-17
40078,N,NA,51,13,M,BCR,STE,F,365,4920769,2003-01-01,2003-12-12,2004-01-14
40079,N,NA,55,12,M,BCR,STE,F,446,384615,1991-04-01,1992-03-16,2005-07-04
40081,N,NA,58,11,S,HGH,STE,M,389,2016154,1978-11-01,1998-09-01,2005-07-19
40088,N,NA,66,12,M,HGH,RET,F,186,9369231,1970-08-09,9999-10-01,2004-09-07
40089,N,NA,63,1,M,HGH,RET,M,353,8461538,1965-06-01,2000-11-25,2015-09-08
40091,N,NA,58,1,M,HGH,STE,F,230,7692308,2004-08-01,1990-09-01,2015-09-07
40094,N,NA,52,12,D,BCR,STE,F,319,2083846,1974-01-01,1998-03-06,2004-12-07
40095,N,NA,61,10,M,BCR,RET,M,311,6075385,1986-05-01,9999-10-01,2006-12-11
40097,N,NA,36,12,S,BCR,STE,F,392,9076923,1995-07-01,2005-06-01,2005-07-05
40101,N,NA,31,3,M,HGH,PVE,F,384,6153846,1986-03-10,2008-04-14,2013-09-26
40104,N,NA,48,1,M,HGH,PVE,F,172,7615385,1989-10-15,2012-06-20,2015-09-11
40105,N,NA,48,1,M,HGH,STE,M,276,9230769,1999-06-01,2013-09-01,2015-09-12
40107,N,NA,55,9,M,HGH,PVE,F,330,2769231,1983-01-01,2007-07-02,2007-07-09
40109,N,NA,26,4,M,HGH,STE,F,266,4390769,2014-04-01,2013-09-19,2012-10-31
40111,N,NA,57,1,M,HGH,STE,F,223,3769231,2003-01-01,2010-12-22,2015-09-09
40117,N,NA,51,1,M,HGH,PVE,M,253,8461538,1998-06-01,1997-09-01,2015-09-09
40122,N,NA,54,3,M,BCR,PVE,F,384,6153846,1986-11-01,2004-11-01,2013-12-23
